306,1.89E-20,-0.005433,3.06E-05,-4.22E-08
307,1.75E-20,-0.00601,3.43E-05,-4.81E-08
308,1.61E-20,-0.006986,4.10E-05,-5.95E-08
309,1.49E-20,-0.008135,4.90E-05,-7.37E-08
310,1.36E-20,-0.008897,5.42E-05,-8.26E-08
311,1.24E-20,-0.008923,5.38E-05,-8.10E-08
312,1.14E-20,-0.008494,5.00E-05,-7.31E-08
313,1.06E-20,-0.008228,4.75E-05,-6.77E-08
314,9.44E-21,-0.008445,4.88E-05,-6.96E-08
315,8.37E-21,-0.008966,5.24E-05,-7.59E-08
316,7.60E-21,-0.009409,5.53E-05,-8.08E-08
317,6.84E-21,-0.009584,5.59E-05,-8.09E-08
318,5.98E-21,-0.009736,5.60E-05,-7.95E-08
319,5.23E-21,-0.01039,5.96E-05,-8.43E-08
320,4.55E-21,-0.0118,6.87E-05,-9.93E-08
321,4.11E-21,-0.01348,7.96E-05,-1.18E-07
322,3.48E-21,-0.01459,8.60E-05,-1.27E-07
323,2.94E-21,-0.01498,8.67E-05,-1.25E-07
324,2.48E-21,-0.01539,8.74E-05,-1.23E-07
325,2.10E-21,-0.01628,9.19E-05,-1.28E-07
326,1.74E-21,-0.01709,9.59E-05,-1.32E-07
327,1.41E-21,-0.01721,9.47E-05,-1.27E-07
328,1.13E-21,-0.01692,9.05E-05,-1.16E-07
329,9.13E-22,-0.01666,8.67E-05,-1.06E-07
330,7.40E-22,-0.01594,7.98E-05,-9.10E-08
331,5.86E-22,-0.01393,6.34E-05,-5.83E-08
332,4.65E-22,-0.01093,3.97E-05,-1.21E-08
333,3.75E-22,-0.008186,1.85E-05,2.84E-08
334,3.11E-22,-0.00653,6.29E-06,5.07E-08
335,2.48E-22,-0.005692,1.02E-06,5.88E-08
336,1.99E-22,-0.004656,-5.38E-06,6.86E-08
337,1.62E-22,-0.00209,-2.36E-05,1.01E-07
338,1.35E-22,0.003113,-6.24E-05,1.73E-07
339,1.13E-22,0.01101,-0.0001226,2.88E-07
340,9.12E-23,0.02002,-0.0001922,4.22E-07
341,7.29E-23,0.0272,-0.0002483,5.30E-07
342,5.83E-23,0.02963,-0.000268,5.70E-07
343,4.94E-23,0.02597,-0.0002404,5.18E-07
344,3.65E-23,0.01635,-0.0001663,3.76E-07
345,3.01E-23,0.003774,-6.86E-05,1.87E-07
346,2.35E-23,-0.002414,-1.99E-05,9.30E-08
347,1.58E-23,0.00788,-9.89E-05,2.45E-07
348,1.11E-23,0.02952,-0.0002661,5.68E-07
349,1.07E-23,0.04103,-0.0003551,7.40E-07
